"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States","🇺🇸","2020-06-05","true","439","B07C2BHFCN","5","My kids love them",,,,,"","Taste great","https://www.amazon.com/gp/customer-reviews/R2RS6HQYYZI9Q3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 5, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-10-09","true","440","B07C2BHFCN","5","Amazing vitamin for my kids. Gluten free & yummy!",,,,,"","The perfect multivitamin","https://www.amazon.com/gp/customer-reviews/R1J9DLSLMMLO4O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 9, 2019","Style: Multivitamin Only"
"United States",,"2021-07-22","true","621","B07C2BHFCN","1","My kids absolutely hate these vitamins, they say they taste gross and the texture is weird. Would not purchase again, even though they were a good price. Not worth the battle to get them to eat them.",,,,,"","Gross","https://www.amazon.com/gp/customer-reviews/R11PTZXYLYPKW7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 22, 2021","Style: Multivitamin Only"
"United States",,"2021-12-08","true","622","B07C2BHFCN","5","My son is so picky with anything that goes in his mouth and he loves this one. We've tried different ones so I hope this one never becomes unavailable.",,,,,"","My son loves these","https://www.amazon.com/gp/customer-reviews/R3OC7KFN5IATUM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 8, 2021","Style: Multivitamin Only"
"United States",,"2022-06-05","true","623","B07C2BHFCN","5","My son really like the vitamins. The only thing is in early spring/summer they are melted when you receive","https://m.media-amazon.com/images/I/71SDl2bFmKL._SY88.jpg",,,,"","So good!","https://www.amazon.com/gp/customer-reviews/R2QOWUHD501503/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 5, 2022","Style: Multivitamin Only"
"United States",,"2022-01-23","true","624","B07C2BHFCN","5","Toddler believe they are having candy in the morning! lol Loves the flavors!",,,,,"","Great product","https://www.amazon.com/gp/customer-reviews/R2HEZEQFEQRO4N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 23, 2022","Style: Multivitamin Only"
"United States",,"2021-11-12","true","625","B07C2BHFCN","5","My kids love this multivitamin. I have purchased several varieties and this is one they both love and ask for more of!",,,,,"","Great value for price!","https://www.amazon.com/gp/customer-reviews/R2M3UFUUZAIJ8C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 12, 2021","Style: Multivitamin Only"
"United States",,"2021-10-30","true","626","B07C2BHFCN","4","Easy to chew and tastes good. Kid approved.",,,,,"","Decent basic vitamins.","https://www.amazon.com/gp/customer-reviews/R19ZHVVDV9FVC1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 30, 2021","Style: Multivitamin Only"
"United States",,"2021-12-17","true","627","B07C2BHFCN","5","Taste like candy gummies!",,,,,"","Kids take them with no problem!","https://www.amazon.com/gp/customer-reviews/R3UC9V6ZJCY2K9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 17, 2021","Style: Multivitamin Only"
"United States",,"2021-07-31","true","628","B07C2BHFCN","5","Great ingredients, tasty and a great price!",,,,,"","Our favorite multivitamin!","https://www.amazon.com/gp/customer-reviews/R16PGAZCNYLX1X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 31, 2021","Style: Multivitamin Only"
"United States",,"2021-06-20","true","629","B07C2BHFCN","5","My daughter(who is 5) loved the taste of these. They are fair priced gummy vitamins, not chalky at all. And do not leave an after taste.",,,,,"","Great flavor","https://www.amazon.com/gp/customer-reviews/R23KL8YDPZGEIW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 20, 2021","Style: Multivitamin Only"
"United States",,"2020-04-10","true","630","B07C2BHFCN","5","My picky kids all LOVE the flavor of these, so that's a perfect fit in my mind.The only downside is there is no iron in these, but luckily I already have a kids' iron supplement for them. I understand, too, why it's better not to have iron, because if kids decide to eat the whole bottle of these yummy vitamins when Mom isn't looking, they could overdose on the iron. So it's a good safety measure.",,,,,"One person found this helpful","My kids loved these!","https://www.amazon.com/gp/customer-reviews/R2SHXQDEJS3OWH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 10, 2020","Style: Multivitamin Only"
"United States",,"2019-10-27","true","401","B07C2BHFCN","5","My kids love the flavor,  I love the clean ingredients",,,,,"","Clean Ingredients Approval from an Ingredients Snob","https://www.amazon.com/gp/customer-reviews/R1DYIZMQZVC730/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 27, 2019","Style: Multivitamin Only"
"United States",,"2019-12-15","true","402","B07C2BHFCN","5","My kiddos love these. 6 year and 18 month old",,,,,"","Great for kids","https://www.amazon.com/gp/customer-reviews/RAIZ7MM4MRG2G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 15, 2019","Style: Multivitamin Only"
"United States",,"2020-10-12","true","403","B07C2BHFCN","5","Recommend",,,,,"","A","https://www.amazon.com/gp/customer-reviews/R23Q2N3R7T3TNL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 12, 2020","Style: Multivitamin Only"
"United States",,"2019-03-29","true","404","B07C2BHFCN","5","It tastes very good! My daughter doesn't like it of course.... But I think it's great",,,,,"","Great taste","https://www.amazon.com/gp/customer-reviews/RD8FUTOSELEVV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 29, 2019","Style: Multivitamin Only"
"United States",,"2018-11-26","true","405","B07C2BHFCN","5","Great vitamins!  They dissolved very easily if you need to add to a bottle for fussy eaters :-)",,,,,"","Great Vitamin for toddlers","https://www.amazon.com/gp/customer-reviews/R2RN5GVAE11CF5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 26, 2018","Style: Multivitamin Only"
"United States",,"2019-01-07","true","406","B07C2BHFCN","5","Great taste, easy to chew, great price and it's organic. My toddler loves them and takes them everyday.",,,,,"","Great multivitamin","https://www.amazon.com/gp/customer-reviews/R27C97B1O35HN4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 7, 2019","Style: Multivitamin Only"
"United States",,"2019-03-29","true","407","B07C2BHFCN","5","I like that they taste good for my grandchild and they are easy to get out.",,,,,"","Kid approved and good for you vitamins","https://www.amazon.com/gp/customer-reviews/R1QBN75JO4F6R2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 29, 2019","Style: Multivitamin Only"
"United States",,"2019-07-24","true","408","B07C2BHFCN","5","These are great vitamins for vegan kids. Our four year old loves them.",,,,,"","Good vegan kids vitamins","https://www.amazon.com/gp/customer-reviews/RK3IM35KUI4D2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 24, 2019","Style: Multivitamin Only"
"United States",,"2019-11-11","true","409","B07C2BHFCN","5","My daughter loves these.  I love the reasonable price!",,,,,"","Great price, kid approved!","https://www.amazon.com/gp/customer-reviews/R36TH5CD1WAF9J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 11, 2019","Style: Multivitamin Only"
"United States",,"2020-04-17","true","410","B07C2BHFCN","3","i serch for the kids sleep aid. and amazon giveme this. suck",,,,,"","3 star most","https://www.amazon.com/gp/customer-reviews/RCO5287WJJ8LS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 17, 2020","Style: Multivitamin Only"
"United States",,"2021-08-09","true","561","B07C2BHFCN","1","They delivered vitamins the last week of July that expire august 2021. Very disappointing",,,,,"","Expires a week after receiving","https://www.amazon.com/gp/customer-reviews/R1YBNPXQ3SK3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 9, 2021","Style: Multivitamin Only"
"United States",,"2020-03-25","true","562","B07C2BHFCN","1","Sticks to her teeth. Don't like it one bit. After taking a few she refused to eat anything.  I don't know what these vitamins did but not for my lo.",,,,,"","Didn't work","https://www.amazon.com/gp/customer-reviews/R2DFYAT1D97PVN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 25, 2020","Style: Multivitamin Only"
"United States",,"2021-10-30","true","563","B07C2BHFCN","1","They taste awful and are hard to chew.",,,,,"","Taste awful","https://www.amazon.com/gp/customer-reviews/R2TNTMLFMKGUEQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 30, 2021","Style: Multivitamin Only"
"United States",,"2021-05-06","true","564","B07C2BHFCN","1","Kids did not like these.  I tried one - also did not care for it.",,,,,"","Similar to Smarty Pants Vitamins.","https://www.amazon.com/gp/customer-reviews/R3Q0GX959CS2ES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 6, 2021","Style: Multivitamin Only"
"United States",,"2020-09-04","true","565","B07C2BHFCN","1","Saluditos,  el producto lo recibí hoy espero que le resulte a mi hijo, cuando noté los cambios más adelante les comparto la información.","https://images-na.ssl-images-amazon.com/images/I/61NsMYE+vWL._SY88.jpg",,,,"","KIDS MULTIVITAMIN","https://www.amazon.com/gp/customer-reviews/R1UL9EBPW8VGXN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 4, 2020","Style: Multivitamin Only"
"United States",,"2021-10-21","true","566","B07C2BHFCN","1","Check Expiration Date, kids multivitamin are expired.",,,,,"","Exp Date","https://www.amazon.com/gp/customer-reviews/ROANJP75WT6B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 21, 2021","Style: Multivitamin Only"
"United States",,"2020-03-12","true","567","B07C2BHFCN","1","These vitamins are not organic.  Read the labels.  The vitamins are synthetic.  Your body doesn't absorb fake vitamins.",,,,,"5 people found this helpful","NOT ORGANIC!!!!","https://www.amazon.com/gp/customer-reviews/R37ZWQMYD21O6B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 12, 2020","Style: Multivitamin Only"
"United States",,"2021-07-28","true","568","B07C2BHFCN","1","My kids dislike the taste!",,,,,"","Awful Taste","https://www.amazon.com/gp/customer-reviews/R1ZIZZZACRMEUA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 28, 2021","Style: Multivitamin Only"
"United States",,"2020-06-19","true","569","B07C2BHFCN","1","My kids really dispised these and they chomp down on basically anything gummy related. Sorry Mama Bear, not today.",,,,,"","Kids said nope","https://www.amazon.com/gp/customer-reviews/R3TVB7AY6A1T5K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on June 19, 2020","Style: Multivitamin Only"
"United States",,"2020-10-15","true","570","B07C2BHFCN","1","Keep giving me half full bottles of 33 or 42 gummies instead of full jar",,,,,"","Never the full count of gummies","https://www.amazon.com/gp/customer-reviews/R2C07TXO8FLLCM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on October 15, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-12-18","true","521","B07C2BHFCN","5","Great",,,,,"","Great","https://www.amazon.com/gp/customer-reviews/R1BO8FJROAXHG5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 18, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-06-04","true","522","B07C2BHFCN","5","My son loves these!",,,,,"","Great job.","https://www.amazon.com/gp/customer-reviews/R3NG3YAUM7ZHTZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 4, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-11-11","true","523","B07C2BHFCN","5","Great!",,,,,"","Great!","https://www.amazon.com/gp/customer-reviews/R2JNR6ALLT7ZEH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on November 11, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-07-20","true","524","B07C2BHFCN","5","Great quality!",,,,,"","Great quality!","https://www.amazon.com/gp/customer-reviews/R3N9W3VMUNL81B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on July 20, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-07-19","true","525","B07C2BHFCN","5","Highly recommended",,,,,"","My kids love them","https://www.amazon.com/gp/customer-reviews/R2JPP3R4WLZLW1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on July 19, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2021-01-14","true","526","B07C2BHFCN","2","Coated with sugar. I prefer not adding sugar to my kids vitamins. Flavor ok",,,,,"One person found this helpful","Ok","https://www.amazon.com/gp/customer-reviews/R384BW00FAV8FB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 14, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2019-08-10","true","527","B07C2BHFCN","5","As expected",,,,,"","As expected","https://www.amazon.com/gp/customer-reviews/R3HN9Y8W5M1ZRT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 10, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-10-13","true","528","B07C2BHFCN","5","Good",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R39Z2S0KRSJSZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 13, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-08-17","true","529","B07C2BHFCN","5","Great product",,,,,"","Need to get on an auto ship","https://www.amazon.com/gp/customer-reviews/R28OG39MN83N12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 17, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2019-04-18","true","530","B07C2BHFCN","5","My toddler loves them!",,,,,"","My toddler loves them!","https://www.amazon.com/gp/customer-reviews/R3N1UGEYSXU90F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on April 18, 2019","Style: Multivitamin Only"
"United States",,"2020-02-03","true","491","B07C2BHFCN","5","Very tasty!",,,,,"","Yum","https://www.amazon.com/gp/customer-reviews/RJ2QD7GGIIMUI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 3, 2020","Style: Multivitamin Only"
"United States",,"2019-07-04","true","492","B07C2BHFCN","3","Kids hate the taste, but oh well!",,,,,"One person found this helpful","Great price!","https://www.amazon.com/gp/customer-reviews/R14HHLS5YUE53P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 4, 2019","Style: Multivitamin Only"
"United States",,"2019-12-25","true","493","B07C2BHFCN","5","these are delicious",,,,,"",":)","https://www.amazon.com/gp/customer-reviews/R3D416GUGITMS5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 25, 2019","Style: Multivitamin Only"
"United States",,"2019-12-24","true","494","B07C2BHFCN","5","Kids love it",,,,,"","Very good","https://www.amazon.com/gp/customer-reviews/R3UARJHSIZS8G8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 24, 2019","Style: Multivitamin Only"
"United States",,"2020-02-14","true","495","B07C2BHFCN","5","Great flavor!",,,,,"","Great product!","https://www.amazon.com/gp/customer-reviews/RPHDNY6CZ7Q10/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 14, 2020","Style: Multivitamin Only"
